"competicion","pilotos","pos_final","para_box","año"
"Spanish Grand Prix","hamilton",1,2,2020
"Spanish Grand Prix","ricciardo",10,1,2020
"Spanish Grand Prix","russell",20,2,2020
"Spanish Grand Prix","gasly",13,2,2020
"Spanish Grand Prix","albon",6,2,2020
"Spanish Grand Prix","perez",8,1,2020
"Spanish Grand Prix","leclerc",4,1,2020
"Spanish Grand Prix","latifi",19,2,2020
"Spanish Grand Prix","giovinazzi",15,2,2020
"Spanish Grand Prix","ocon",12,1,2020
"Belgian Grand Prix","kvyat",16,1,2020
"Belgian Grand Prix","kevin_magnussen",17,2,2020
"Belgian Grand Prix","vettel",13,1,2020
"Belgian Grand Prix","hamilton",1,1,2020
"Belgian Grand Prix","norris",6,1,2020
"Belgian Grand Prix","gasly",12,1,2020
"Belgian Grand Prix","raikkonen",18,1,2020
"Belgian Grand Prix","leclerc",5,2,2020
"Belgian Grand Prix","ricciardo",8,1,2020
"Belgian Grand Prix","max_verstappen",2,1,2020
"Belgian Grand Prix","grosjean",21,1,2020
"Belgian Grand Prix","albon",4,1,2020
"Belgian Grand Prix","stroll",7,1,2020
"Belgian Grand Prix","latifi",19,2,2020
"Belgian Grand Prix","bottas",3,1,2020
"Belgian Grand Prix","perez",9,1,2020
"Belgian Grand Prix","ocon",10,1,2020
"Italian Grand Prix","kvyat",15,2,2020
"Italian Grand Prix","norris",5,2,2020
"Italian Grand Prix","raikkonen",19,2,2020
"Italian Grand Prix","max_verstappen",3,2,2020
"Italian Grand Prix","hamilton",1,3,2020
"Italian Grand Prix","kevin_magnussen",17,1,2020
"Italian Grand Prix","grosjean",20,2,2020
"Italian Grand Prix","gasly",8,2,2020
"Italian Grand Prix","stroll",4,1,2020
"Italian Grand Prix","albon",6,2,2020
"Italian Grand Prix","sainz",9,2,2020
"Italian Grand Prix","ricciardo",10,2,2020
"Italian Grand Prix","perez",11,2,2020
"Italian Grand Prix","leclerc",7,1,2020
"Italian Grand Prix","bottas",2,2,2020
"Italian Grand Prix","latifi",18,2,2020
"Italian Grand Prix","giovinazzi",16,3,2020
"Italian Grand Prix","russell",21,2,2020
"Italian Grand Prix","ocon",12,2,2020
"Tuscan Grand Prix","hamilton",1,5,2020
"Tuscan Grand Prix","albon",5,5,2020
"Tuscan Grand Prix","ricciardo",7,5,2020
"Tuscan Grand Prix","perez",9,5,2020
"Tuscan Grand Prix","vettel",13,6,2020
"Tuscan Grand Prix","stroll",6,3,2020
"Tuscan Grand Prix","raikkonen",16,6,2020
"Tuscan Grand Prix","kvyat",14,5,2020
"Tuscan Grand Prix","bottas",2,5,2020
"Tuscan Grand Prix","grosjean",21,5,2020
"Tuscan Grand Prix","norris",4,5,2020
"Tuscan Grand Prix","leclerc",8,5,2020
"Tuscan Grand Prix","ocon",12,1,2020
"Tuscan Grand Prix","russell",20,5,2020
"Russian Grand Prix","max_verstappen",3,1,2020
"Russian Grand Prix","gasly",10,2,2020
"Russian Grand Prix","hamilton",1,1,2020
"Russian Grand Prix","kevin_magnussen",18,1,2020
"Russian Grand Prix","ricciardo",6,1,2020
"Russian Grand Prix","raikkonen",16,1,2020
"Russian Grand Prix","perez",9,1,2020
"Russian Grand Prix","albon",5,2,2020
"Russian Grand Prix","vettel",13,1,2020
"Russian Grand Prix","russell",20,3,2020
"Russian Grand Prix","kvyat",14,1,2020
"Russian Grand Prix","bottas",2,1,2020
"Russian Grand Prix","ocon",12,1,2020
"Russian Grand Prix","grosjean",21,2,2020
"Russian Grand Prix","norris",4,2,2020
"Russian Grand Prix","leclerc",7,1,2020
"Russian Grand Prix","latifi",19,1,2020
"Russian Grand Prix","giovinazzi",17,1,2020
"Eifel Grand Prix","max_verstappen",3,2,2020
"Eifel Grand Prix","norris",6,1,2020
"Eifel Grand Prix","gasly",10,2,2020
"Eifel Grand Prix","vettel",13,2,2020
"Eifel Grand Prix","raikkonen",17,2,2020
"Eifel Grand Prix","perez",5,2,2020
"Eifel Grand Prix","kevin_magnussen",19,2,2020
"Eifel Grand Prix","ricciardo",4,2,2020
"Eifel Grand Prix","russell",21,1,2020
"Eifel Grand Prix","sainz",11,2,2020
"Eifel Grand Prix","hamilton",1,2,2020
"Eifel Grand Prix","giovinazzi",16,2,2020
"Eifel Grand Prix","albon",7,1,2020
"Eifel Grand Prix","grosjean",18,1,2020
"Eifel Grand Prix","bottas",2,1,2020
"Eifel Grand Prix","leclerc",8,2,2020
"Eifel Grand Prix","latifi",20,2,2020
"Eifel Grand Prix","kvyat",14,2,2020
"Eifel Grand Prix","hulkenberg",15,2,2020
"Portuguese Grand Prix","gasly",9,1,2020
"Portuguese Grand Prix","raikkonen",17,1,2020
"Portuguese Grand Prix","giovinazzi",16,1,2020
"Portuguese Grand Prix","ricciardo",4,1,2020
"Portuguese Grand Prix","norris",7,2,2020
"Portuguese Grand Prix","stroll",11,2,2020
"Portuguese Grand Prix","kevin_magnussen",19,1,2020
"Portuguese Grand Prix","max_verstappen",3,1,2020
"Portuguese Grand Prix","ocon",12,1,2020
"Portuguese Grand Prix","russell",21,1,2020
"Portuguese Grand Prix","perez",6,2,2020
"Portuguese Grand Prix","bottas",2,1,2020
"Portuguese Grand Prix","sainz",10,1,2020
"Portuguese Grand Prix","kvyat",14,2,2020
"Portuguese Grand Prix","vettel",13,1,2020
"Portuguese Grand Prix","hamilton",1,1,2020
"Portuguese Grand Prix","grosjean",18,1,2020
"Portuguese Grand Prix","albon",8,2,2020
"Portuguese Grand Prix","latifi",20,1,2020
"Portuguese Grand Prix","leclerc",5,1,2020
"Emilia Romagna Grand Prix","giovinazzi",17,1,2020
"Emilia Romagna Grand Prix","raikkonen",16,1,2020
"Emilia Romagna Grand Prix","norris",7,2,2020
"Emilia Romagna Grand Prix","russell",21,1,2020
"Emilia Romagna Grand Prix","max_verstappen",3,1,2020
"Emilia Romagna Grand Prix","hamilton",1,2,2020
"Emilia Romagna Grand Prix","stroll",11,3,2020
"Emilia Romagna Grand Prix","perez",6,2,2020
"Emilia Romagna Grand Prix","kevin_magnussen",19,1,2020
"Emilia Romagna Grand Prix","bottas",2,2,2020
"Emilia Romagna Grand Prix","sainz",8,2,2020
"Emilia Romagna Grand Prix","vettel",14,2,2020
"Emilia Romagna Grand Prix","ocon",12,1,2020
"Emilia Romagna Grand Prix","kvyat",13,2,2020
"Emilia Romagna Grand Prix","latifi",20,1,2020
"Emilia Romagna Grand Prix","albon",9,2,2020
"Emilia Romagna Grand Prix","grosjean",18,2,2020
"Emilia Romagna Grand Prix","ricciardo",4,1,2020
"Emilia Romagna Grand Prix","leclerc",5,1,2020
"Turkish Grand Prix","stroll",11,2,2020
"Turkish Grand Prix","raikkonen",16,3,2020
"Turkish Grand Prix","russell",21,2,2020
"Turkish Grand Prix","perez",4,1,2020
"Turkish Grand Prix","gasly",10,2,2020
"Turkish Grand Prix","giovinazzi",17,1,2020
"Turkish Grand Prix","hamilton",1,1,2020
"Turkish Grand Prix","kvyat",14,1,2020
"Turkish Grand Prix","kevin_magnussen",19,2,2020
"Turkish Grand Prix","max_verstappen",3,3,2020
"Turkish Grand Prix","sainz",7,2,2020
"Turkish Grand Prix","vettel",13,2,2020
"Turkish Grand Prix","albon",9,2,2020
"Turkish Grand Prix","latifi",20,2,2020
"Turkish Grand Prix","norris",8,2,2020
"Turkish Grand Prix","ocon",12,2,2020
"Turkish Grand Prix","ricciardo",6,2,2020
"Turkish Grand Prix","grosjean",18,2,2020
"Turkish Grand Prix","bottas",2,2,2020
"Turkish Grand Prix","leclerc",5,2,2020
"Bahrain Grand Prix","perez",5,3,2020
"Bahrain Grand Prix","sainz",8,3,2020
"Bahrain Grand Prix","kevin_magnussen",19,4,2020
"Bahrain Grand Prix","russell",21,3,2020
"Bahrain Grand Prix","gasly",10,2,2020
"Bahrain Grand Prix","latifi",20,3,2020
"Bahrain Grand Prix","hamilton",1,3,2020
"Bahrain Grand Prix","stroll",11,1,2020
"Bahrain Grand Prix","albon",9,3,2020
"Bahrain Grand Prix","ocon",12,3,2020
"Bahrain Grand Prix","ricciardo",4,3,2020
"Bahrain Grand Prix","max_verstappen",3,4,2020
"Bahrain Grand Prix","norris",7,3,2020
"Bahrain Grand Prix","bottas",2,4,2020
"Bahrain Grand Prix","kvyat",14,3,2020
"Bahrain Grand Prix","leclerc",6,3,2020
"Bahrain Grand Prix","giovinazzi",17,3,2020
"Bahrain Grand Prix","raikkonen",16,3,2020
"Bahrain Grand Prix","vettel",13,3,2020
"Sakhir Grand Prix","ricciardo",5,2,2020
"Sakhir Grand Prix","vettel",13,3,2020
"Sakhir Grand Prix","gasly",11,2,2020
"Sakhir Grand Prix","kvyat",14,2,2020
"Sakhir Grand Prix","pietro_fittipaldi",23,3,2020
"Sakhir Grand Prix","norris",9,2,2020
"Sakhir Grand Prix","latifi",21,1,2020
"Sakhir Grand Prix","kevin_magnussen",20,2,2020
"Sakhir Grand Prix","bottas",2,2,2020
"Sakhir Grand Prix","albon",8,2,2020
"Sakhir Grand Prix","russell",18,4,2020
"Sakhir Grand Prix","raikkonen",16,3,2020
"Sakhir Grand Prix","giovinazzi",17,2,2020
"Sakhir Grand Prix","perez",4,2,2020
"Sakhir Grand Prix","ocon",12,1,2020
"Sakhir Grand Prix","stroll",10,1,2020
"Sakhir Grand Prix","aitken",22,3,2020
"Sakhir Grand Prix","sainz",7,2,2020
"Abu Dhabi Grand Prix","giovinazzi",17,1,2020
"Abu Dhabi Grand Prix","kevin_magnussen",20,2,2020
"Abu Dhabi Grand Prix","max_verstappen",3,1,2020
"Abu Dhabi Grand Prix","gasly",10,1,2020
"Abu Dhabi Grand Prix","ocon",12,1,2020
"Abu Dhabi Grand Prix","albon",7,1,2020
"Abu Dhabi Grand Prix","raikkonen",16,1,2020
"Abu Dhabi Grand Prix","hamilton",1,1,2020
"Abu Dhabi Grand Prix","latifi",21,2,2020
"Abu Dhabi Grand Prix","bottas",2,1,2020
"Abu Dhabi Grand Prix","sainz",6,1,2020
"Abu Dhabi Grand Prix","russell",18,1,2020
"Abu Dhabi Grand Prix","leclerc",8,1,2020
"Abu Dhabi Grand Prix","vettel",13,1,2020
"Abu Dhabi Grand Prix","pietro_fittipaldi",23,3,2020
"Abu Dhabi Grand Prix","norris",9,1,2020
"Abu Dhabi Grand Prix","ricciardo",5,1,2020
"Abu Dhabi Grand Prix","kvyat",14,1,2020
"Abu Dhabi Grand Prix","stroll",11,1,2020
"Qatar Grand Prix","hamilton",2,2,2021
"Qatar Grand Prix","tsunoda",14,2,2021
"Qatar Grand Prix","alonso",10,1,2021
"Qatar Grand Prix","perez",4,2,2021
"Qatar Grand Prix","gasly",9,2,2021
"Qatar Grand Prix","sainz",7,1,2021
"Qatar Grand Prix","leclerc",6,1,2021
"Qatar Grand Prix","mick_schumacher",19,1,2021
"Qatar Grand Prix","latifi",17,1,2021
"Qatar Grand Prix","max_verstappen",1,3,2021
"Qatar Grand Prix","vettel",12,1,2021
"Qatar Grand Prix","mazepin",21,1,2021
"Qatar Grand Prix","ocon",11,1,2021
"Qatar Grand Prix","norris",5,2,2021
"Qatar Grand Prix","stroll",13,1,2021
"Qatar Grand Prix","ricciardo",8,1,2021
"Qatar Grand Prix","giovinazzi",18,2,2021
"Qatar Grand Prix","russell",15,2,2021
"Qatar Grand Prix","bottas",3,1,2021
"Qatar Grand Prix","raikkonen",16,2,2021
"Bahrain Grand Prix","vettel",15,1,2021
"Bahrain Grand Prix","mick_schumacher",16,2,2021
"Bahrain Grand Prix","leclerc",6,2,2021
"Bahrain Grand Prix","ocon",13,2,2021
"Bahrain Grand Prix","latifi",18,2,2021
"Bahrain Grand Prix","gasly",17,3,2021
"Bahrain Grand Prix","max_verstappen",2,2,2021
"Bahrain Grand Prix","perez",5,3,2021
"Bahrain Grand Prix","russell",14,2,2021
"Bahrain Grand Prix","hamilton",1,2,2021
"Bahrain Grand Prix","norris",4,2,2021
"Bahrain Grand Prix","tsunoda",9,2,2021
"Bahrain Grand Prix","bottas",3,3,2021
"Bahrain Grand Prix","giovinazzi",12,2,2021
"Bahrain Grand Prix","sainz",8,2,2021
"Bahrain Grand Prix","alonso",19,2,2021
"Bahrain Grand Prix","stroll",10,2,2021
"Bahrain Grand Prix","raikkonen",11,2,2021
"Bahrain Grand Prix","ricciardo",7,2,2021
"Emilia Romagna Grand Prix","mick_schumacher",18,4,2021
"Emilia Romagna Grand Prix","ocon",12,5,2021
"Emilia Romagna Grand Prix","tsunoda",11,3,2021
"Emilia Romagna Grand Prix","ricciardo",7,2,2021
"Emilia Romagna Grand Prix","max_verstappen",2,2,2021
"Emilia Romagna Grand Prix","alonso",13,3,2021
"Emilia Romagna Grand Prix","vettel",17,5,2021
"Emilia Romagna Grand Prix","leclerc",4,2,2021
"Emilia Romagna Grand Prix","russell",16,1,2021
"Emilia Romagna Grand Prix","giovinazzi",15,4,2021
"Emilia Romagna Grand Prix","bottas",5,1,2021
"Emilia Romagna Grand Prix","perez",8,2,2021
"Emilia Romagna Grand Prix","gasly",9,4,2021
"Emilia Romagna Grand Prix","hamilton",1,4,2021
"Emilia Romagna Grand Prix","sainz",6,2,2021
"Emilia Romagna Grand Prix","raikkonen",14,3,2021
"Emilia Romagna Grand Prix","stroll",10,3,2021
"Emilia Romagna Grand Prix","norris",3,2,2021
"Emilia Romagna Grand Prix","mazepin",19,4,2021
"Portuguese Grand Prix","ocon",9,3,2021
"Portuguese Grand Prix","ricciardo",7,3,2021
"Portuguese Grand Prix","tsunoda",13,3,2021
"Portuguese Grand Prix","perez",6,3,2021
"Portuguese Grand Prix","latifi",20,3,2021
"Portuguese Grand Prix","mick_schumacher",18,3,2021
"Portuguese Grand Prix","vettel",16,3,2021
"Portuguese Grand Prix","mazepin",19,4,2021
"Portuguese Grand Prix","alonso",12,3,2021
"Portuguese Grand Prix","sainz",8,3,2021
"Portuguese Grand Prix","max_verstappen",2,4,2021
"Portuguese Grand Prix","hamilton",1,3,2021
"Portuguese Grand Prix","gasly",10,3,2021
"Portuguese Grand Prix","russell",17,3,2021
"Portuguese Grand Prix","norris",3,3,2021
"Portuguese Grand Prix","bottas",4,4,2021
"Portuguese Grand Prix","giovinazzi",15,3,2021
"Portuguese Grand Prix","stroll",11,3,2021
"Portuguese Grand Prix","leclerc",5,3,2021
"Spanish Grand Prix","russell",17,2,2021
"Spanish Grand Prix","leclerc",5,2,2021
"Spanish Grand Prix","ocon",9,1,2021
"Spanish Grand Prix","alonso",12,2,2021
"Spanish Grand Prix","latifi",19,3,2021
"Spanish Grand Prix","giovinazzi",15,2,2021
"Spanish Grand Prix","stroll",11,2,2021
"Spanish Grand Prix","vettel",16,2,2021
"Spanish Grand Prix","ricciardo",7,2,2021
"Spanish Grand Prix","norris",4,2,2021
"Spanish Grand Prix","mazepin",20,2,2021
"Spanish Grand Prix","hamilton",1,2,2021
"Spanish Grand Prix","mick_schumacher",18,2,2021
"Spanish Grand Prix","bottas",3,2,2021
"Spanish Grand Prix","perez",6,2,2021
"Spanish Grand Prix","sainz",8,2,2021
"Spanish Grand Prix","max_verstappen",2,2,2021
"Spanish Grand Prix","gasly",10,2,2021
"Spanish Grand Prix","raikkonen",14,1,2021
"Monaco Grand Prix","giovinazzi",15,1,2021
"Monaco Grand Prix","gasly",9,1,2021
"Monaco Grand Prix","ricciardo",8,1,2021
"Monaco Grand Prix","vettel",11,1,2021
"Monaco Grand Prix","sainz",7,1,2021
"Monaco Grand Prix","perez",5,1,2021
"Monaco Grand Prix","alonso",13,1,2021
"Monaco Grand Prix","tsunoda",14,1,2021
"Monaco Grand Prix","hamilton",2,2,2021
"Monaco Grand Prix","latifi",18,1,2021
"Monaco Grand Prix","russell",17,1,2021
"Monaco Grand Prix","stroll",12,1,2021
"Monaco Grand Prix","max_verstappen",1,1,2021
"Monaco Grand Prix","raikkonen",16,1,2021
"Monaco Grand Prix","mazepin",20,1,2021
"Monaco Grand Prix","norris",3,1,2021
"Monaco Grand Prix","ocon",10,1,2021
"Azerbaijan Grand Prix","mick_schumacher",17,5,2021
"Azerbaijan Grand Prix","russell",18,4,2021
"Azerbaijan Grand Prix","gasly",8,3,2021
"Azerbaijan Grand Prix","bottas",6,3,2021
"Azerbaijan Grand Prix","hamilton",2,3,2021
"Azerbaijan Grand Prix","max_verstappen",1,1,2021
"Azerbaijan Grand Prix","leclerc",5,3,2021
"Azerbaijan Grand Prix","latifi",20,2,2021
"Azerbaijan Grand Prix","ricciardo",10,3,2021
"Azerbaijan Grand Prix","sainz",7,3,2021
"Azerbaijan Grand Prix","alonso",11,4,2021
"Azerbaijan Grand Prix","vettel",9,3,2021
"Azerbaijan Grand Prix","perez",3,3,2021
"Azerbaijan Grand Prix","mazepin",19,6,2021
"Azerbaijan Grand Prix","norris",4,3,2021
"Azerbaijan Grand Prix","raikkonen",15,3,2021
"Azerbaijan Grand Prix","tsunoda",14,3,2021
"Azerbaijan Grand Prix","giovinazzi",16,4,2021
"Styrian Grand Prix","max_verstappen",1,1,2021
"Styrian Grand Prix","mazepin",19,1,2021
"Styrian Grand Prix","norris",4,1,2021
"Styrian Grand Prix","perez",3,2,2021
"Styrian Grand Prix","bottas",5,1,2021
"Styrian Grand Prix","latifi",20,2,2021
"Styrian Grand Prix","vettel",10,1,2021
"Styrian Grand Prix","leclerc",6,2,2021
"Styrian Grand Prix","sainz",7,1,2021
"Styrian Grand Prix","raikkonen",15,1,2021
"Styrian Grand Prix","ocon",13,1,2021
"Styrian Grand Prix","mick_schumacher",18,1,2021
"Styrian Grand Prix","tsunoda",14,1,2021
"Styrian Grand Prix","stroll",12,1,2021
"Styrian Grand Prix","alonso",11,1,2021
"Styrian Grand Prix","ricciardo",9,1,2021
"Styrian Grand Prix","giovinazzi",16,1,2021
"Styrian Grand Prix","hamilton",2,2,2021
"Styrian Grand Prix","russell",17,2,2021
"Styrian Grand Prix","ricciardo",9,1,2021
"French Grand Prix","giovinazzi",16,1,2021
"French Grand Prix","raikkonen",15,1,2021
"French Grand Prix","max_verstappen",1,2,2021
"French Grand Prix","tsunoda",14,1,2021
"French Grand Prix","alonso",11,1,2021
"French Grand Prix","leclerc",6,2,2021
"French Grand Prix","ricciardo",9,1,2021
"French Grand Prix","bottas",5,1,2021
"French Grand Prix","stroll",13,1,2021
"French Grand Prix","vettel",10,1,2021
"French Grand Prix","ocon",12,1,2021
"French Grand Prix","gasly",8,1,2021
"French Grand Prix","mazepin",19,1,2021
"French Grand Prix","hamilton",2,1,2021
"French Grand Prix","perez",3,1,2021
"French Grand Prix","latifi",20,1,2021
"French Grand Prix","norris",4,1,2021
"French Grand Prix","mick_schumacher",18,1,2021
"French Grand Prix","russell",17,1,2021
"French Grand Prix","sainz",7,1,2021
"Austrian Grand Prix","leclerc",6,1,2021
"Austrian Grand Prix","max_verstappen",1,2,2021
"Austrian Grand Prix","bottas",5,1,2021
"Austrian Grand Prix","norris",4,1,2021
"Austrian Grand Prix","alonso",11,1,2021
"Austrian Grand Prix","mazepin",19,2,2021
"Austrian Grand Prix","tsunoda",14,2,2021
"Austrian Grand Prix","russell",17,1,2021
"Austrian Grand Prix","raikkonen",15,1,2021
"Austrian Grand Prix","hamilton",2,2,2021
"Austrian Grand Prix","mick_schumacher",18,1,2021
"Austrian Grand Prix","gasly",9,2,2021
"Austrian Grand Prix","giovinazzi",16,2,2021
"Austrian Grand Prix","vettel",10,2,2021
"Austrian Grand Prix","latifi",20,1,2021
"Austrian Grand Prix","sainz",7,1,2021
"Austrian Grand Prix","stroll",12,2,2021
"Austrian Grand Prix","ricciardo",8,1,2021
"Austrian Grand Prix","perez",3,1,2021
"British Grand Prix","russell",17,2,2021
"British Grand Prix","hamilton",2,2,2021
"British Grand Prix","bottas",4,2,2021
"British Grand Prix","mazepin",20,2,2021
"British Grand Prix","norris",3,2,2021
"British Grand Prix","giovinazzi",16,2,2021
"British Grand Prix","leclerc",6,2,2021
"British Grand Prix","raikkonen",15,2,2021
"British Grand Prix","ocon",13,2,2021
"British Grand Prix","tsunoda",14,2,2021
"British Grand Prix","sainz",7,2,2021
"British Grand Prix","mick_schumacher",18,2,2021
"British Grand Prix","ricciardo",8,2,2021
"British Grand Prix","alonso",11,2,2021
"British Grand Prix","perez",5,4,2021
"British Grand Prix","gasly",9,3,2021
"British Grand Prix","latifi",19,2,2021
"British Grand Prix","stroll",12,2,2021
"British Grand Prix","vettel",10,2,2021
"Hungarian Grand Prix","russell",16,3,2021
"Hungarian Grand Prix","mick_schumacher",19,3,2021
"Hungarian Grand Prix","giovinazzi",18,5,2021
"Hungarian Grand Prix","mazepin",20,2,2021
"Hungarian Grand Prix","raikkonen",17,4,2021
"Hungarian Grand Prix","ricciardo",9,3,2021
"Hungarian Grand Prix","alonso",11,3,2021
"Hungarian Grand Prix","ocon",10,3,2021
"Hungarian Grand Prix","sainz",6,3,2021
"Hungarian Grand Prix","gasly",8,4,2021
"Hungarian Grand Prix","tsunoda",13,3,2021
"Hungarian Grand Prix","hamilton",1,4,2021
"Hungarian Grand Prix","max_verstappen",2,5,2021
"Hungarian Grand Prix","vettel",12,3,2021
"Hungarian Grand Prix","latifi",15,3,2021
"Hungarian Grand Prix","norris",3,1,2021
"Dutch Grand Prix","sainz",7,1,2021
"Dutch Grand Prix","kubica",21,1,2021
"Dutch Grand Prix","mazepin",20,1,2021
"Dutch Grand Prix","bottas",3,2,2021
"Dutch Grand Prix","giovinazzi",18,2,2021
"Dutch Grand Prix","mick_schumacher",19,2,2021
"Dutch Grand Prix","hamilton",2,3,2021
"Dutch Grand Prix","russell",15,2,2021
"Dutch Grand Prix","ocon",11,1,2021
"Dutch Grand Prix","leclerc",6,1,2021
"Dutch Grand Prix","gasly",8,1,2021
"Dutch Grand Prix","norris",4,1,2021
"Dutch Grand Prix","max_verstappen",1,2,2021
"Dutch Grand Prix","vettel",12,2,2021
"Dutch Grand Prix","vettel",12,2,2021
"Dutch Grand Prix","tsunoda",13,1,2021
"Dutch Grand Prix","latifi",16,1,2021
"Dutch Grand Prix","perez",5,2,2021
"Dutch Grand Prix","ricciardo",9,1,2021
"Dutch Grand Prix","alonso",10,1,2021
"Dutch Grand Prix","stroll",14,1,2021
"Italian Grand Prix","mazepin",21,3,2021
"Italian Grand Prix","ocon",11,1,2021
"Italian Grand Prix","kubica",20,1,2021
"Italian Grand Prix","hamilton",2,1,2021
"Italian Grand Prix","russell",15,1,2021
"Italian Grand Prix","mick_schumacher",19,1,2021
"Italian Grand Prix","norris",4,1,2021
"Italian Grand Prix","sainz",7,1,2021
"Italian Grand Prix","max_verstappen",1,1,2021
"Italian Grand Prix","giovinazzi",18,2,2021
"Italian Grand Prix","bottas",3,1,2021
"Italian Grand Prix","leclerc",6,1,2021
"Italian Grand Prix","alonso",10,1,2021
"Italian Grand Prix","ricciardo",8,1,2021
"Italian Grand Prix","stroll",13,1,2021
"Italian Grand Prix","perez",5,1,2021
"Italian Grand Prix","latifi",16,1,2021
"Italian Grand Prix","vettel",12,2,2021
"Russian Grand Prix","hamilton",1,2,2021
"Russian Grand Prix","raikkonen",17,2,2021
"Russian Grand Prix","bottas",3,2,2021
"Russian Grand Prix","mazepin",21,2,2021
"Russian Grand Prix","max_verstappen",2,2,2021
"Russian Grand Prix","ocon",11,2,2021
"Russian Grand Prix","russell",15,2,2021
"Russian Grand Prix","sainz",6,2,2021
"Russian Grand Prix","latifi",16,1,2021
"Russian Grand Prix","mick_schumacher",19,1,2021
"Russian Grand Prix","giovinazzi",18,2,2021
"Russian Grand Prix","alonso",10,2,2021
"Russian Grand Prix","perez",5,2,2021
"Russian Grand Prix","norris",4,2,2021
"Russian Grand Prix","leclerc",7,2,2021
"Russian Grand Prix","stroll",13,2,2021
"Russian Grand Prix","gasly",9,2,2021
"Russian Grand Prix","tsunoda",14,3,2021
"Russian Grand Prix","ricciardo",8,2,2021
"Russian Grand Prix","vettel",12,2,2021
"Turkish Grand Prix","mick_schumacher",19,1,2021
"Turkish Grand Prix","raikkonen",17,1,2021
"Turkish Grand Prix","sainz",6,1,2021
"Turkish Grand Prix","leclerc",7,1,2021
"Turkish Grand Prix","perez",5,1,2021
"Turkish Grand Prix","latifi",16,1,2021
"Turkish Grand Prix","vettel",12,2,2021
"Turkish Grand Prix","max_verstappen",1,1,2021
"Turkish Grand Prix","mazepin",21,1,2021
"Turkish Grand Prix","bottas",3,1,2021
"Turkish Grand Prix","alonso",10,1,2021
"Turkish Grand Prix","tsunoda",14,1,2021
"Turkish Grand Prix","giovinazzi",18,1,2021
"Turkish Grand Prix","stroll",13,1,2021
"Turkish Grand Prix","gasly",9,1,2021
"Turkish Grand Prix","hamilton",2,1,2021
"Turkish Grand Prix","norris",4,1,2021
"Turkish Grand Prix","ricciardo",8,1,2021
"Turkish Grand Prix","russell",15,1,2021
"United States Grand Prix","raikkonen",17,2,2021
"United States Grand Prix","perez",4,2,2021
"United States Grand Prix","giovinazzi",18,2,2021
"United States Grand Prix","stroll",13,2,2021
"United States Grand Prix","russell",15,2,2021
"United States Grand Prix","mazepin",21,3,2021
"United States Grand Prix","latifi",16,2,2021
"United States Grand Prix","hamilton",2,2,2021
"United States Grand Prix","ricciardo",8,2,2021
"United States Grand Prix","sainz",7,2,2021
"United States Grand Prix","ocon",11,2,2021
"United States Grand Prix","max_verstappen",1,2,2021
"United States Grand Prix","leclerc",6,2,2021
"United States Grand Prix","mick_schumacher",19,2,2021
"United States Grand Prix","vettel",12,2,2021
"United States Grand Prix","bottas",3,2,2021
"United States Grand Prix","gasly",9,1,2021
"United States Grand Prix","norris",5,2,2021
"United States Grand Prix","alonso",10,3,2021
"United States Grand Prix","tsunoda",14,2,2021
"Mexico City Grand Prix","russell",15,1,2021
"Mexico City Grand Prix","ocon",11,1,2021
"Mexico City Grand Prix","leclerc",6,1,2021
"Mexico City Grand Prix","vettel",12,1,2021
"Mexico City Grand Prix","bottas",3,4,2021
"Mexico City Grand Prix","gasly",9,1,2021
"Mexico City Grand Prix","giovinazzi",18,1,2021
"Mexico City Grand Prix","stroll",13,2,2021
"Mexico City Grand Prix","alonso",10,1,2021
"Mexico City Grand Prix","mazepin",21,2,2021
"Mexico City Grand Prix","perez",4,1,2021
"Mexico City Grand Prix","hamilton",2,1,2021
"Mexico City Grand Prix","max_verstappen",1,1,2021
"Mexico City Grand Prix","ricciardo",8,2,2021
"Mexico City Grand Prix","norris",5,1,2021
"Mexico City Grand Prix","raikkonen",16,1,2021
"Mexico City Grand Prix","sainz",7,1,2021
"Mexico City Grand Prix","latifi",17,2,2021
"São Paulo Grand Prix","perez",4,5,2021
"São Paulo Grand Prix","sainz",7,4,2021
"São Paulo Grand Prix","bottas",3,4,2021
"São Paulo Grand Prix","stroll",13,3,2021
"São Paulo Grand Prix","ocon",11,3,2021
"São Paulo Grand Prix","russell",15,4,2021
"São Paulo Grand Prix","giovinazzi",18,4,2021
"São Paulo Grand Prix","tsunoda",14,5,2021
"São Paulo Grand Prix","latifi",17,4,2021
"São Paulo Grand Prix","hamilton",2,4,2021
"São Paulo Grand Prix","mick_schumacher",19,5,2021
"São Paulo Grand Prix","norris",5,5,2021
"São Paulo Grand Prix","max_verstappen",1,4,2021
"São Paulo Grand Prix","raikkonen",16,4,2021
"São Paulo Grand Prix","gasly",9,4,2021
"São Paulo Grand Prix","ricciardo",8,3,2021
"São Paulo Grand Prix","vettel",12,4,2021
"São Paulo Grand Prix","leclerc",6,4,2021
"São Paulo Grand Prix","mazepin",21,3,2021
"São Paulo Grand Prix","alonso",10,3,2021
"Saudi Arabian Grand Prix","leclerc",5,3,2021
"Saudi Arabian Grand Prix","ocon",11,2,2021
"Saudi Arabian Grand Prix","max_verstappen",1,2,2021
"Saudi Arabian Grand Prix","sainz",7,2,2021
"Saudi Arabian Grand Prix","russell",15,2,2021
